player_name,player_key,gender,birth_year,age_group,age_group_code,program,playing_up
Zeda Alkagrove,zeda alkagrove,m,2016,11,U12B,,
Nils Wynvemere,nils wynvemere,m,2018,8,U08B,Junior,
Cato Irmeden,cato irmeden,f,2017,10,U10G,,
Nils Ircocombe,nils ircocombe,f,2021,6,U06G,Micro,
Sorrel Elkaham,sorrel elkaham,m,2016,11,U12B,,
Kova Ovveton,kova ovveton,f,2019,8,U08G,Junior,
Zoran Gilneck,zoran gilneck,m,2021,5,U05B,Micro,
Vero Quilkavale,vero quilkavale,f,2018,9,U09G,,
Nessa Wynleworth,nessa wynleworth,f,2010,16,U16G,Select,
Pell Wynpestone,pell wynpestone,f,2018,9,U09G,,
Torv Istdacombe,torv istdacombe,m,2017,9,U09B,,
Delia Jorpedge,delia jorpedge,m,2016,11,U12B,,
Sorrel Garcemont,sorrel garcemont,f,2019,8,U08G,Junior,
Kestrel Yarleworth,kestrel yarleworth,m,2023,4,,Minis,
Marek Irreham,marek irreham,f,2019,7,U07G,Junior,
Nerys Verseby,nerys verseby,f,2019,7,U07G,Junior,
Kestrel Dorboridge,kestrel dorboridge,f,2020,7,U07G,Junior,
Bertram Danzawick,bertram danzawick,m,2018,9,U09B,,
Bram Garcefield,bram garcefield,f,2014,12,U12G,,
Ulf Ovheworth,ulf ovheworth,f,2019,8,U08G,Junior,
Perrin Corgaham,perrin corgaham,m,2012,14,U14B,Select,
Prue Ranheton,prue ranheton,m,2013,14,U14B,Select,
Ulf Alweden,ulf alweden,f,2013,14,U14G,Select,
Corin Dorzaby,corin dorzaby,f,2019,7,U07G,Junior,
Pell Yargadge,pell yargadge,f,2013,14,U14G,Select,
Hale Dorvemere,hale dorvemere,m,2014,13,U14B,Select,
Alder Ranneley,alder ranneley,f,2011,15,U16G,Select,
Prue Jorpecombe,prue jorpecombe,m,2013,13,U14B,Select,
Tamsin Jorneridge,tamsin jorneridge,f,2019,8,U08G,Junior,
Alder Penhemont,alder penhemont,m,2022,4,,Minis,
Hale Irtevale,hale irtevale,m,2017,10,U10B,,
Ulla Ovveworth,ulla ovveworth,f,2017,10,U10G,,
Signy Fenzawell,signy fenzawell,f,2013,14,U14G,Select,
Jarl Kelcowell,jarl kelcowell,m,2012,14,U14B,Select,
Kerrin Jorleck,kerrin jorleck,m,2021,5,U05B,Micro,
Vesper Danzack,vesper danzack,m,2017,10,U10B,,
Nessa Norfefield,nessa norfefield,f,2019,8,U08G,Junior,
Prue Hesbaton,prue hesbaton,f,2017,10,U10G,,
Pell Evvedge,pell evvedge,m,2017,9,U09B,,
Mabon Seldawick,mabon seldawick,f,2011,15,U16G,Select,
Osric Verpeford,osric verpeford,f,2015,11,U12G,,
Gilda Zeldafield,gilda zeldafield,f,2014,13,U14G,Select,
Bertram Alzaby,bertram alzaby,m,2022,4,,Minis,
Ysolt Kelgaham,ysolt kelgaham,m,2012,15,U16B,Select,
Juno Marteworth,juno marteworth,f,2019,8,U08G,Junior,
Yarrow Hescoby,yarrow hescoby,f,2020,7,U07G,Junior,
Yorick Gilmestone,yorick gilmestone,f,2021,5,U05G,Micro,
Perrin Jorpeden,perrin jorpeden,m,2017,9,U09B,,
Vesper Garceton,vesper garceton,f,2018,8,U08G,Junior,
Verity Evdadge,verity evdadge,m,2019,8,U08B,Junior,
Zeda Garbowick,zeda garbowick,m,2018,8,U08B,Junior,
Joss Evmemere,joss evmemere,f,2021,5,U05G,Micro,
Ivo Jesbaden,ivo jesbaden,m,2016,10,U10B,,
Rennick Hesdaworth,rennick hesdaworth,m,2018,9,U09B,,
Nerys Zelheley,nerys zelheley,m,2019,8,U08B,Junior,
Mira Torboworth,mira torboworth,f,2018,8,U08G,Junior,
Linnea Bramdovale,linnea bramdovale,m,2017,9,U09B,,
Hesper Quilvemere,hesper quilvemere,m,2019,8,U08B,Junior,
Orin Danwemere,orin danwemere,f,2015,12,U12G,,
Juno Zelteby,juno zelteby,m,2012,14,U14B,Select,
Linnea Bramwewick,linnea bramwewick,f,2013,13,U14G,Select,
Zephyr Jormemont,zephyr jormemont,f,2021,6,U06G,Micro,
Linnea Ovcoby,linnea ovcoby,m,2014,13,U14B,Select,
Ulf Ashbock,ulf ashbock,f,2017,9,U09G,,
Fenn Halzaham,fenn halzaham,m,2017,10,U10B,,
Joss Halgawick,joss halgawick,f,2019,7,U07G,Junior,
Signy Norwewick,signy norwewick,f,2021,5,U05G,Micro,
Rennick Istzaby,rennick istzaby,f,2022,5,U05G,Micro,
Tamsin Jescecombe,tamsin jescecombe,m,2018,9,U09B,,
Hollin Danmeton,hollin danmeton,m,2019,8,U08B,Junior,
Thora Corleridge,thora corleridge,m,2018,8,U08B,Junior,
Wren Vergagrove,wren vergagrove,f,2013,13,U14G,Select,
Jarl Hesdawick,jarl hesdawick,f,2013,13,U14G,Select,
Hale Torfefield,hale torfefield,m,2018,9,U09B,,
Vesper Gardaridge,vesper gardaridge,f,2021,5,U05G,Micro,
Bryn Jorceridge,bryn jorceridge,f,2014,12,U12G,,yes
Osric Breweham,osric breweham,m,2017,10,U10B,,
Verity Dorkaham,verity dorkaham,m,2017,10,U10B,,
Sorrel Haldavale,sorrel haldavale,m,2017,10,U10B,,
Imre Seldaden,imre seldaden,m,2014,13,U14B,Select,
Lark Wyndoden,lark wyndoden,m,2010,16,U16B,Select,
Pell Ashseworth,pell ashseworth,f,2015,12,U12G,,
Isolde Vercecombe,isolde vercecombe,f,2014,12,U12G,,yes
Hesper Randaton,hesper randaton,f,2020,7,U07G,Junior,
Vero Ashzathorn,vero ashzathorn,f,2019,8,U08G,Junior,
Signy Gilgafield,signy gilgafield,f,2017,10,U10G,,
Lark Kelkagrove,lark kelkagrove,m,2016,10,U10B,,
Vero Corvewick,vero corvewick,m,2008,18,U19B,Select,
Rennick Quilhecombe,rennick quilhecombe,m,2021,5,U05B,Micro,
Torv Dannedge,torv dannedge,m,2014,13,U14B,Select,
Ilse Normemere,ilse normemere,f,2019,8,U08G,Junior,
Nessa Jortethorn,nessa jortethorn,f,2021,6,U06G,Micro,
Ysolt Gardoley,ysolt gardoley,f,2018,9,U09G,,
Corin Elgawick,corin elgawick,f,2014,12,U12G,,
Verity Garsethorn,verity garsethorn,f,2010,17,U19G,Select,
Zeda Ranreck,zeda ranreck,f,2008,19,U19G,Select,
Mabon Fengaley,mabon fengaley,f,2016,11,U12G,,
Ulric Zelkagrove,ulric zelkagrove,f,2016,11,U12G,,
Greer Clytethorn,greer clytethorn,m,2017,10,U10B,,
Orin Garback,orin garback,f,2017,10,U10G,,
Orin Irhewick,orin irhewick,f,2018,8,U08G,Junior,
Faron Quilpemere,faron quilpemere,m,2019,8,U08B,Junior,
Edda Halback,edda halback,m,2010,17,U19B,Select,
Corin Irleton,corin irleton,f,2017,9,U09G,,
Tamsin Torveridge,tamsin torveridge,f,2018,9,U09G,,
Bryn Ranceton,bryn ranceton,f,2021,6,U06G,Micro,
Delia Torfeden,delia torfeden,m,2019,8,U08B,Junior,
Wrenna Garweby,wrenna garweby,f,2017,10,U10G,,
Nerys Jesleden,nerys jesleden,f,2017,9,U09G,,
Zeda Zelnewell,zeda zelnewell,m,2017,10,U10B,,
Mira Wynfegrove,mira wynfegrove,f,2014,13,U14G,Select,
Bryn Jormewick,bryn jormewick,m,2017,10,U10B,,
Zeda Bramtecombe,zeda bramtecombe,f,2016,10,U10G,,
Torv Clyfemere,torv clyfemere,m,2017,9,U09B,,
Bram Clydoworth,bram clydoworth,m,2018,9,U09B,,
Xara Quilperidge,xara quilperidge,f,2019,7,U07G,Junior,
Dara Istlevale,dara istlevale,m,2021,5,U05B,Micro,
Mira Kelweridge,mira kelweridge,f,2017,10,U10G,,
Sorrel Yarheck,sorrel yarheck,m,2021,5,U05B,Micro,
Kerrin Mardock,kerrin mardock,f,2011,16,U16G,Select,
Ilse Ranleley,ilse ranleley,m,2013,14,U14B,Select,
Bertram Zelkaham,bertram zelkaham,m,2017,10,U10B,,
Fenn Norbaworth,fenn norbaworth,f,2017,9,U09G,,
Lark Linveton,lark linveton,f,2017,9,U09G,,
Emrys Istkaton,emrys istkaton,m,2023,4,,Minis,
Garrick Dorceton,garrick dorceton,f,2019,7,U07G,Junior,
Hollin Irdawell,hollin irdawell,m,2021,5,U05B,Micro,
Zoran Garkamere,zoran garkamere,m,2014,13,U14B,Select,
Sable Uldadge,sable uldadge,f,2019,8,U08G,Junior,
Yarrow Rantewick,yarrow rantewick,f,2016,11,U12G,,
Delia Alleden,delia alleden,f,2017,10,U10G,,
Kestrel Garreck,kestrel garreck,m,2014,13,U14B,Select,
Tamsin Halveworth,tamsin halveworth,f,2015,11,U12G,,
Ilse Wyndafield,ilse wyndafield,m,2021,5,U05B,Micro,
Perrin Hesgawell,perrin hesgawell,f,2020,7,U07G,Junior,
Dara Wynreck,dara wynreck,f,2014,13,U14G,Select,
Ysolt Fallewell,ysolt fallewell,m,2017,10,U10B,,
Torv Quildaley,torv quildaley,m,2016,10,U10B,,
Corin Torveworth,corin torveworth,m,2022,5,U05B,Micro,
Nerys Istzaford,nerys istzaford,m,2013,14,U14B,Select,
Thora Yarneley,thora yarneley,m,2010,16,U16B,Select,
Torv Correridge,torv correridge,f,2018,9,U09G,,
Nils Fenheton,nils fenheton,f,2020,7,U07G,Junior,
Zoran Gilcedge,zoran gilcedge,m,2012,15,U16B,Select,
Garrick Brekacombe,garrick brekacombe,f,2013,14,U14G,Select,
Pell Selbogrove,pell selbogrove,f,2021,6,U06G,Micro,
Xara Norbagrove,xara norbagrove,m,2017,9,U09B,,
Kestrel Alsecombe,kestrel alsecombe,m,2022,5,U05B,Micro,
Ulla Markaford,ulla markaford,m,2021,5,U05B,Micro,
Isolde Jesceton,isolde jesceton,m,2017,10,U10B,,
Elsbet Verreford,elsbet verreford,f,2014,12,U12G,,
Juno Torbaworth,juno torbaworth,f,2010,16,U16G,Select,
Rennick Evdothorn,rennick evdothorn,m,2017,9,U09B,,
Mira Ashhewick,mira ashhewick,f,2018,8,U08G,Junior,yes
Yorick Wynleridge,yorick wynleridge,f,2021,5,U05G,Micro,
Ivo Corvefield,ivo corvefield,f,2020,6,U06G,Micro,
Verity Fentevale,verity fentevale,m,2017,9,U09B,,
Odis Torbostone,odis torbostone,f,2012,14,U14G,Select,
Prue Jorboham,prue jorboham,m,2013,13,U14B,Select,
Yarrow Clybodge,yarrow clybodge,f,2018,9,U09G,,
Edda Verfeby,edda verfeby,f,2018,9,U09G,,
Xara Zeldoworth,xara zeldoworth,m,2011,15,U16B,Select,
Kestrel Gilbathorn,kestrel gilbathorn,f,2016,11,U12G,,
Clove Torveck,clove torveck,m,2016,10,U10B,,
Zephyr Verdovale,zephyr verdovale,f,2022,4,,Minis,
Edda Breseden,edda breseden,m,2022,4,,Minis,
Linnea Verfegrove,linnea verfegrove,f,2015,11,U12G,,
Zephyr Istdavale,zephyr istdavale,f,2012,15,U16G,Select,
Bertram Dornemere,bertram dornemere,f,2019,7,U07G,Junior,
Wren Garnestone,wren garnestone,m,2017,10,U10B,,
Lisbet Evdaden,lisbet evdaden,f,2018,9,U09G,,
Garrick Gilpefield,garrick gilpefield,f,2018,9,U09G,,
Elsbet Gilvecombe,elsbet gilvecombe,m,2016,10,U10B,,
Zoran Kelveley,zoran kelveley,m,2023,4,,Minis,
Isolde Ulzafield,isolde ulzafield,m,2016,10,U10B,,
Zoran Garledge,zoran garledge,f,2018,8,U08G,Junior,
Signy Kelpeford,signy kelpeford,m,2018,9,U09B,,
Kova Falceley,kova falceley,m,2022,5,U05B,Micro,
Verity Ircoby,verity ircoby,f,2014,12,U12G,,
Isolde Dangadge,isolde dangadge,f,2020,6,U06G,Micro,
Corin Evlethorn,corin evlethorn,f,2020,6,U06G,Micro,
Juno Hesheridge,juno hesheridge,m,2021,5,U05B,Micro,
Rennick Selleford,rennick selleford,f,2020,7,U07G,Junior,
Cato Tormestone,cato tormestone,f,2018,9,U09G,,
Bertram Norsefield,bertram norsefield,m,2014,13,U14B,Select,
Hale Linbacombe,hale linbacombe,m,2016,10,U10B,,
Yorick Gilteby,yorick gilteby,f,2016,10,U10G,,
Mabon Bramtewell,mabon bramtewell,f,2022,4,,Minis,
Xara Ulgacombe,xara ulgacombe,f,2021,6,U06G,Micro,
Perrin Gilkaden,perrin gilkaden,f,2011,16,U16G,Select,
Ilse Selnevale,ilse selnevale,f,2017,10,U10G,,
Yorick Ulweridge,yorick ulweridge,f,2021,6,U06G,Micro,
Delia Fenzacombe,delia fenzacombe,m,2014,13,U14B,Select,
Greer Ashvewick,greer ashvewick,m,2022,4,,Minis,
Elsbet Corzacombe,elsbet corzacombe,f,2017,10,U10G,,
Elsbet Almethorn,elsbet almethorn,f,2019,7,U07G,Junior,
Vesper Wyngaham,vesper wyngaham,m,2017,10,U10B,,
Edda Brambamont,edda brambamont,m,2021,5,U05B,Micro,
Hollin Normeley,hollin normeley,m,2017,10,U10B,,
Garrick Ulteck,garrick ulteck,f,2015,11,U12G,,
Ysolt Verbacombe,ysolt verbacombe,m,2017,10,U10B,,
Linnea Quilmeford,linnea quilmeford,f,2021,6,U06G,Micro,
Dara Clyfeck,dara clyfeck,m,2009,17,U19B,Select,
Bryn Kelpeley,bryn kelpeley,f,2014,13,U14G,Select,
Kerrin Yarrewell,kerrin yarrewell,f,2015,12,U12G,,
Garrick Brezawick,garrick brezawick,f,2014,12,U12G,,
Greer Torpewell,greer torpewell,f,2016,11,U12G,,
Edda Kelsegrove,edda kelsegrove,f,2017,10,U10G,,
Verity Yarweridge,verity yarweridge,m,2017,10,U10B,,
Nerys Selheley,nerys selheley,f,2014,13,U14G,Select,
Thora Verdostone,thora verdostone,f,2018,9,U09G,,
Vero Danneham,vero danneham,f,2014,12,U12G,,
Kerrin Norbovale,kerrin norbovale,f,2013,14,U14G,Select,
Ulf Ovseden,ulf ovseden,f,2019,8,U08G,Junior,
Joss Clykacombe,joss clykacombe,f,2018,8,U08G,Junior,
Bertram Istteley,bertram istteley,f,2019,8,U08G,Junior,
Dara Kelremont,dara kelremont,f,2020,6,U06G,Micro,
Sorrel Jorcefield,sorrel jorcefield,f,2019,7,U07G,Junior,
Kestrel Torleby,kestrel torleby,f,2021,5,U05G,Micro,yes
Nessa Danbovale,nessa danbovale,f,2018,9,U09G,,
Sorrel Penheton,sorrel penheton,m,2021,5,U05B,Micro,
Greer Quilveden,greer quilveden,m,2013,14,U14B,Select,
Ilse Ovnedge,ilse ovnedge,m,2017,10,U10B,,
Isolde Garwethorn,isolde garwethorn,f,2017,10,U10G,,
Thora Norcoham,thora norcoham,f,2021,6,U06G,Micro,
Greer Evfestone,greer evfestone,f,2020,7,U07G,Junior,
Bryn Istrevale,bryn istrevale,f,2021,5,U05G,Micro,
Pell Brambaham,pell brambaham,m,2013,14,U14B,Select,
Ivo Yarbaham,ivo yarbaham,m,2016,10,U10B,,
Verity Norteridge,verity norteridge,f,2014,13,U14G,Select,
Ivo Jordavale,ivo jordavale,m,2017,10,U10B,,
Isolde Quilhedge,isolde quilhedge,f,2018,8,U08G,Junior,
Ilse Wyndafield,ilse wyndafield,m,2021,5,U05B,Micro,
Pell Halboton,pell halboton,m,2013,13,U14B,Select,
Wrenna Dorreham,wrenna dorreham,m,2022,5,U05B,Micro,
Nessa Hesledge,nessa hesledge,m,2017,10,U10B,,
Lark Yarvewick,lark yarvewick,m,2014,13,U14B,Select,
Odis Ashceck,odis ashceck,f,2011,15,U16G,Select,
Lark Wynneworth,lark wynneworth,f,2021,5,U05G,Micro,
Elsbet Clyleden,elsbet clyleden,f,2015,11,U12G,,
Jarl Nordowell,jarl nordowell,f,2011,15,U16G,Select,
Ysolt Penwewell,ysolt penwewell,f,2017,10,U10G,,
Linnea Yarcoworth,linnea yarcoworth,f,2020,7,U07G,Junior,
Cato Dorcofield,cato dorcofield,f,2014,13,U14G,Select,
Verity Wynbastone,verity wynbastone,f,2019,7,U07G,Junior,
Lark Garnedge,lark garnedge,m,2014,13,U14B,Select,
Alder Zelcefield,alder zelcefield,m,2016,10,U10B,,
Kova Ranneck,kova ranneck,m,2013,13,U14B,Select,
Nils Irreley,nils irreley,f,2018,9,U09G,,
Juno Zelpeworth,juno zelpeworth,m,2022,5,U05B,Micro,
Perrin Garfeham,perrin garfeham,f,2008,18,U19G,Select,
Bertram Garseford,bertram garseford,f,2022,5,U05G,Micro,
Mira Wynseden,mira wynseden,f,2022,5,U05G,Micro,
Greer Gilheridge,greer gilheridge,m,2012,15,U16B,Select,
Lisbet Verfeden,lisbet verfeden,m,2017,10,U10B,,
Bram Jorweley,bram jorweley,f,2016,10,U10G,,
Ivo Elfedge,ivo elfedge,f,2015,12,U12G,,
Tamsin Keldovale,tamsin keldovale,f,2015,11,U12G,,
Signy Dancomont,signy dancomont,f,2013,13,U14G,Select,
Fenn Fenrevale,fenn fenrevale,m,2011,16,U16B,Select,
Hollin Evdacombe,hollin evdacombe,f,2018,9,U09G,,
Perrin Haltevale,perrin haltevale,f,2019,7,U07G,Junior,
Prue Cornemere,prue cornemere,m,2013,14,U14B,Select,
Nerys Jorceworth,nerys jorceworth,m,2016,10,U10B,,
Alder Norleby,alder norleby,f,2019,7,U07G,Junior,
Vesper Dorsestone,vesper dorsestone,f,2012,14,U14G,Select,
Hollin Jorwemont,hollin jorwemont,f,2019,7,U07G,Junior,
Sable Falnecombe,sable falnecombe,f,2018,9,U09G,,
Rennick Brepemere,rennick brepemere,f,2016,10,U10G,,
Nils Yarneworth,nils yarneworth,f,2017,10,U10G,,
Ulf Fengastone,ulf fengastone,f,2013,13,U14G,Select,
Isolde Yardoford,isolde yardoford,m,2014,13,U14B,Select,
Sorrel Brefewell,sorrel brefewell,m,2012,14,U14B,Select,
Torv Almeden,torv almeden,f,2016,11,U12G,,
Zeda Cordaham,zeda cordaham,f,2016,11,U12G,,
Perrin Ranhegrove,perrin ranhegrove,f,2015,12,U12G,,
Faron Yarkaworth,faron yarkaworth,f,2012,15,U16G,Select,
Lark Selseley,lark selseley,f,2011,15,U16G,Select,
Verity Nordoton,verity nordoton,f,2021,5,U05G,Micro,
Edda Pencomere,edda pencomere,f,2017,9,U09G,,
Prue Wyngaworth,prue wyngaworth,f,2018,9,U09G,,
Torv Ashdowick,torv ashdowick,f,2021,5,U05G,Micro,
Joss Vercethorn,joss vercethorn,m,2010,17,U19B,Select,
Mabon Kelhefield,mabon kelhefield,f,2014,12,U12G,,yes
Bram Ransefield,bram ransefield,f,2015,12,U12G,,yes
Wren Corpedge,wren corpedge,f,2020,7,U07G,Junior,
Thora Jorgacombe,thora jorgacombe,f,2017,10,U10G,,
Tamsin Torwemere,tamsin torwemere,f,2021,6,U06G,Micro,
Torv Linweley,torv linweley,m,2013,13,U14B,Select,
Torv Falweley,torv falweley,f,2016,10,U10G,,
Alder Cormefield,alder cormefield,m,2013,13,U14B,Select,
Corin Gilmemont,corin gilmemont,f,2017,10,U10G,,
Ilse Tordoridge,ilse tordoridge,f,2019,7,U07G,Junior,
Mabon Alfewell,mabon alfewell,f,2021,5,U05G,Micro,
Osric Norcestone,osric norcestone,f,2018,9,U09G,,
Wrenna Zelreridge,wrenna zelreridge,f,2016,10,U10G,,
Ulric Marcecombe,ulric marcecombe,f,2015,12,U12G,,
Verity Clyveridge,verity clyveridge,m,2010,17,U19B,Select,
Sable Dordostone,sable dordostone,m,2012,15,U16B,Select,
Rennick Jesdoford,rennick jesdoford,m,2011,16,U16B,Select,
Wrenna Danrecombe,wrenna danrecombe,f,2009,18,U19G,Select,
Perrin Clylestone,perrin clylestone,m,2008,18,U19B,Select,
Sable Ulmethorn,sable ulmethorn,f,2009,17,U19G,Select,
Rennick Brebathorn,rennick brebathorn,f,2009,18,U19G,Select,
